id,date,text
343,1771-06-07,I begin to grow weary of this idle romantic jaunt. I believe  [it] would have been as well to have  staid in my own Country and amused myself with my  farm and rode to  Boston every day. I shall not suddenly take such a Ramble again  merely for my Health. I want to see my Wife my Children my Farm my Horse  Oxen Cows Walls Fences Workmen Office Books and Clerks. I want to hear  the News and Politicks of the Day. But here I am  at Bissills in  Windsor hearing my Landlord read a Chapter in the Kitchen and  go to Prayers with his Family in the genuine Tone of a Puritan.
344,1771-06-08,Looking into the Almanac I am startled. S [Superior] C  [Court]  Ipswich is the 18th. day of June. I thought it a Week later 25.  So that I have only next Week to go home 150 Miles. I must improve every  Moment. It is 25 miles a day if I ride every day next Week.
345,1771-06-09,Landlady has an only Son Nat. Shaylor and she is very fond  and very proud of him. He lived with a Merchant -- is now 25 or 26 and contents  himself still to keep that Merchants Books without any Inclination to set up  for himself. Is a great Proficient in Musick. Plays  upon the Flute Fife Harpsicord Spinnett &c. Associates with the Young  and the Gay and is a very fine  Connecticutt young Gentleman. Oh the Misery the Misfortune the  Ruin of being an only Son! I thank my God that I was not and I devoutly pray  that none of mine may ever be!
346,1771-06-10,Took my Departure from  Middleton homewards the same Way I went down. Very hot. Oated  at  Hartford and reached Bissills of  Winser 23 Miles before Dinner just as they had got their  Indian pudding and their Pork and Greens upon the Table one quarter after 12.  After Dinner attempted to cutt off an Angle by striking  over by  Goshen i.e.  Ellington to Kibbys at  Somers but lost my Way and got bewildered among Woods and  cross Paths and after riding 10 Miles to no Purpose returned to  Bissells and took the old Rout to  Enfield excessive hot. Lodged at Peases. But  passed a very restless uncomfortable Night. Overcome with Fatigue and inflamed  with Heat I could not sleep. And my Meditations on my Pillow were unhappy.   47    
347,1771-06-11,Rode to Kibbys at  Somers but got caught in the Rain -- very heavy  plentifull Showers -- I was much wet. Thus I have  hitherto had not very good Luck upon my homeward bound Voyage. Dined at  Kibbys and then rode over the Mountain to  Stafford went to the Spring and drank of the Waters with a  Gentleman from  New Jersey who was there with a Servant. Dr.  McKinstry was gone to  Brookfield to accompany  Mr. Barrell so far in his Way home.
348,1771-06-12,I have had a naked barren journey. My Brains have been as barren the whole  Time as a sandy Plain or a gravelly Nole. My Soul has been starved. Came off  just when Company   48      began to collect. This Week and the next would  have brought together a curious Collection of Characters from all Parts of  New England and some perhaps from the Southern Provinces and  some from the  W. Indies.
349,1771-06-13,Read this days Paper. The melodious Harmony the perfect Concords the  entire Confidence and Affection that seems to be restored greatly surprizes  me. Will it be lasting. I believe there is no Man in so curious a Situation as  I am. I am for what I can see quite left alone in the World.   52    
350,1771-06-14,A fine Morning.   53  [  --  ]  s 54 - 58  [ s -- no s available ]    [  -- ]    [  -- ]
351,1771-06-17,In this eloquent Strain of Grief did he run on. Millions of Thoughts did  this Conversation occasion me. I thought I should have had no Sleep all night  -- however I got to sleep and slept well.
352,1771-06-18,Rode with Mr. Barrell to  Ipswich and put up at  Treadwells. Every Object recalls the Subject of Grief.  Barrell all the Way to  Ipswich was like the Turtle bemoaning the Loss of his Mate.  Fine Season and beautifull Scenes but they did not charm him as they  used to. He had often rode this Way a Courting with infinite Pleasure  c.  I cant reallize that she has  left me forever. When she was well I often thought I could reallize the Loss of her but I was mistaken. I had no  Idea of it. -- In short this Mans Mournings have melted and softened me  beyond Measure.   5    
353,1771-06-22,I went this Evening spent an Hour and took a Pipe with Judge  Trowbridge at his Lodgings. He says  you will never get your Health till your Mind is at  ease. If you tire yourself with Business but especially with  Politicks you wont get well I said I dont  meddle with Politicks nor think about em. -- Except says he by Writing in the Papers.--  I'le be sworn says I I have not wrote one Line in a  Newspaper these two Years &c. -- The Judge says he had an Hint that  Foster   7      Hutchinson was appointed judge because  of the judgment of the Court in the Case of Spear vs. Keen. The Merchants took the Alarm and said that  instead of Lawyers they ought to have Merchants upon the Bench and  Mr. Hutchinson being both a Lawyer and  a Merchant he was the Man vs. the Governors  Determination a little time before. -- But this is one Instance among 1000 of  the Governors Disguise before those that he induces to believe has his entire  familiarity and Confidence. He made Mr. Goffe understand he  intended to make Worthington or some other Lawyer a judge  when he fully designed to make his Brother not indeed to please the Merchants  or because Foster was a Merchant but  because he was his Brother and that the family might have a Majority in that  Court. He is impenetrable to those who dont desire to reach any Imperfection in  him and who are determined not to fathom him where they may. The Bigotted  the Superstitious the Enthusiastical the Tools the Interested the Timid  are all dazzled with his Glare and cant see clearly when he is in the  Horizon.
354,1771-06-23,In the Morning my Horse was gone. Went to Meeting all day and heard old  Mr. Rogers -- a good well meaning man I believe. After  Meeting rode to  Newbury and visited Brother Lowell  Brother Farnham and then went and supped with Mr.  Jonathan Jackson in Company with Capt. Tracy Mr. Hooper  Mr. Williams Mr. Frasier  and Brother Lowell. Then went and lodged with  Lowell.   8    
355,1771-06-24,After Dinner rode to  York and put up at Ritchies with  Lowell and Bradbury.
356,1771-06-25,If I can so fence and secure Deacon Belchers and  Lt. Belchers Orchards as not to feed them at all in the Fall  Winter nor Spring I could get a fine Crop of English Hay from thence. But I  must keep up my Fences all Winter to keep off my Neighbours Creatures Hogs Horses Oxen Cows and  Sheep.
357,1771-06-26,Yesterday I had a good deal of Conversation with Judge  Trowbridge. He seems alarmed about the Powers of the Court of Probate.  He says if Judge Danforth was to die Tomorrow and the  Governor was to offer that Place to him he would not take it because he  thinks it ought always to be given to some Judge of the Inferiour Court and then some one Lawyer might be found  in each County who would take a Seat upon the Inferiour Bench if he could be made a Judge of Probate  at the same Time. He says he is utterly against Foster  Hutchinsons holding the Probate Office in  Boston if he takes his Place upon the Superior Bench -- and if  the Governor is an integral Part of the Court of Probate the Supreme  ordinary i.e. if he is not with the Members of the Council only Primus inter  Pares but has a Negative upon all their Decrees as Governor  Shirley Govr. Bernard and the late Secretary were  of Opinion he thinks we may be   12      in great Danger from the Court of  Probate and Judge Russell always opposed every Attempt to  extend the Power of the Court of Probate. -- He used to say We might have  Bishops here and the Court of Probate might get into their Hands and  therefore We ought to be upon our Guard.
358,1771-06-28,Sparhawk mentioned the Intrepidity of Sam  Adams a Man he says of great Sensibility of tender Nerves and  harrased dependant in their Power. Yet he had born up against all-it must  have penetrated him very deeply &c.   14    
359,1771-07-02,Saw Mr. Simmons at Court a Gentleman from  England who has been at  Falmouth a No. of  [years] as a Factor for several Merchants in  England purchasing Deals.   18    
360,1771-07-04,Spent the Evening with the Barr at Shattucks the Tavern  in high Spirits. Agreed unanimously to recommend Tim. Langdon  to be sworn. All in good Spirits very chearfull  and chatty -- many good stories &c. This day Argued the Cause of  Freeman and Child a Suit for 10 Penalty for taking  greater Fees in the Custom House than those allowed by the Province Law.
